Competência;Cód.Forn;Fornecedor;Material;Cód. Grupo;Grupo;Estocável;Genérico;Unid.;Class. ABC;Sub. ABC;Qtd;Custo Médio;Resíduo;Valor;
"01/2026";"1";"Completar";"402501 - INATIVO - FILME RADIOLOGICO P/ MAMOGRAFIA 28X35CM";"36";"MATERIAL HOSPITALAR";"Não";"Não";"UN";"A";"C";"0";"618,3100";"0,00";"0,00";
"01/2026";"1";"Completar";"1675 - LAMINA DE BISTURI N. 10";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"CX";"A";"C";"0";"30,6100";"0,00";"0,00";
"01/2026";"1";"Completar";"402203 - PINCA CIRURGICA, MATERIAL ACO INOXIDAVEL, AUTOCLAVAVEL, TIPO DISSECCAO ADSON-BROWN, COMPRIMENTO DE 12 CM.";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"0";"30,5999";"0,00";"0,00";
"01/2026";"1";"Completar";"400823 - FILTRO DE LEUCOCITOS P HEMACIAS USO ADULTO BEIRA DE LEITO  P  TRANFUSAO DE CONCENTRADO DE HEMACIAS,";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"B";"A";"0";"146,2600";"0,00";"0,00";
"01/2026";"1";"Completar";"400633 - CANETA P/ ELETROCAUTERIO (BISTURI ELETRICO)";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"190";"230,0000";"0,00";"4.600,00";
"01/2026";"1";"Completar";"403089 - TROCATER LISO COM OBTURADOR PIRAMIDAL 12 MM X 15 CM";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"0";"1.214,5100";"0,00";"0,00";
"01/2026";"1";"Completar";"403083 - PINCA, TIPO BIOPSIA FLEXIVEL, MODELO MANDIBULA, CALIBRE 7 FR";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"0";"850,0000";"0,00";"0,00";
"01/2026";"1";"Completar";"400276 - PARAFUSOS ASSOCIAVEIS A PLACAS TORACO- LOMBO- SACRAIS";"36";"MATERIAL HOSPITALAR";"Não";"Não";"UN";"";"";"0";"0,0000";"0,00";"0,00";
"01/2026";"1";"Completar";"400375 - INATIVO - INTRODUTOR ARTERIAL 7F, 11CM C/ VALVULA-0,035";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"CM";"";"";"0";"0,0000";"0,00";"0,00";
"01/2026";"1";"Completar";"403283 - AFASTADOR CIRURGICO TIPO DINKHUYSEN MITRAL E MAMARIA";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"0";"5.225,0000";"0,00";"0,00";
"01/2026";"1";"Completar";"17369 - LUVA PARA PROCEDIMENTO NAO CIRURGICO, TAM. MEDIO";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"CX";"A";"A";"0";"15,0000";"0,00";"0,00";
"01/2026";"1";"Completar";"400374 - CATETER DIAGNOSTICO JUDKINS 5F JL 3,5 X 100 CM";"36";"MATERIAL HOSPITALAR";"Não";"Não";"CM";"";"";"0";"0,0000";"0,00";"0,00";
"01/2026";"1";"Completar";"403131 - PINCA PARA VIDEOCIRURGIA, TIPO BIPOLAR DE DISSECCAO";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"B";"0";"4.048,8575";"0,00";"0,00";
"01/2026";"1";"Completar";"400373 - FIO GUIA 0,35 X 150 CM J CURVA- TEFLONADA";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"CM";"";"";"0";"0,0000";"0,00";"0,00";
"01/2026";"1";"Completar";"402785 - TESTE GESTALTICO VISOMOTOR DE BENDER";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"B";"B";"0";"272,5700";"0,00";"0,00";
"01/2026";"1";"Completar";"400208 - FIO DE CERCLAGEM 1,5 MM";"36";"MATERIAL HOSPITALAR";"Não";"Não";"UN";"A";"A";"0";"26,0000";"0,00";"0,00";
"01/2026";"1";"Completar";"1456 - CURATIVO HIDROCOLOIDE 10 X 15CM";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"B";"A";"0";"38,1850";"0,00";"0,00";
"01/2026";"1";"Completar";"400553 - FIO GUIA 0,35 X 260 J";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"0";"75,0000";"0,00";"0,00";
"01/2026";"1";"Completar";"400513 - CATETER DIAGNOSTICO AMPLATZ CURVA AR 2 PERFIL 5F X 100CM";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"B";"0";"45,0000";"0,00";"0,00";
"01/2026";"1";"Completar";"401921 - CATETER BALAO EXTRATOR BILIAR 13-15-18";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"15";"588,0000";"0,00";"8.820,00";
"01/2026";"1";"Completar";"919 - TUBO ENDOTRAQUEAL CALIBRE 2,0 SEM CUFF";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"B";"0";"4,1500";"0,00";"0,00";
"01/2026";"1";"Completar";"402311 - TRENA ANTROPOMETRICA";"36";"MATERIAL HOSPITALAR";"Não";"Não";"UN";"A";"A";"0";"19,0000";"0,00";"0,00";
"01/2026";"1";"Completar";"403150 - SUPORTE PARA ABRIDOR DE BOCA, USO EM CIRURGIA DE OTORRINOLAR";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"C";"0";"76,0000";"0,00";"0,00";
"01/2026";"1";"Completar";"400755 - KIT DE PROTESE PARA FECHAMENTO DE DEFEITOS DO SEPTO INTER-ATRIAL";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"B";"A";"0";"450,0000";"0,00";"0,00";
"01/2026";"1";"Completar";"402046 - FRESA ESFERICA 5X120MM DIAMANTADA";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"B";"A";"0";"700,0000";"0,00";"0,00";
"01/2026";"1";"Completar";"402551 - DRENO CIRURGICO, MODELO KHER CALIBRE 18 FR";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"B";"A";"0";"12,6700";"0,00";"0,00";
"01/2026";"1";"Completar";"402159 - TESOURA CIRURGICA, TIPO METZEMBAUM PONTA CURVA 23 CM";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"B";"0";"127,5899";"0,00";"0,00";
"01/2026";"1";"Completar";"403140 - PINCA CIRURGICA, EM ACO INOX 304, USO HOSPITALAR, AUTOCL?V?V";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"B";"A";"0";"35,0000";"0,00";"0,00";
"01/2026";"1";"Completar";"402280 - BORRACHA DE VEDACAO, PARA USO COM TROCATER DE 5 MM. TIPO: SELO VEDANTE, ESTERILIZAVEL. EMBALAGEM CONTENDO DADOS DE IDENTIFICACAO, PROCEDENCIA, NUMERO DE LOTE, DATA DE FABRICACAO, VALIDADE DO PRODUTO. COMPATIVEL COM EQUIPAMENTO ESPECIFICADO EM EDITAL";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"B";"0";"30,0000";"0,00";"0,00";
"01/2026";"1";"Completar";"401417 - MANOMETRO INSUFLADOR";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"5";"532,6999";"0,00";"2.663,49";
"01/2026";"1";"Completar";"402199 - PINCA CIRURGICA, MATERIAL ACO INOXIDAVEL, AUTOCLAVAVEL, TIPO KELLY CURVA, COMPRIMENTO DE 14 CM.";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"0";"27,5000";"0,00";"0,00";
"01/2026";"1";"Completar";"400120 - CONJUNTO DE ACESSO HEPATICO TRANSJUGULAR (TIPS)";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"";"";"0";"0,0000";"0,00";"0,00";
"01/2026";"1";"Completar";"400753 - CATETER DIAGNOSTICO JUDKINS 5F JL 3,0 X 100 CM";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"CM";"";"";"0";"0,0000";"0,00";"0,00";
"01/2026";"1";"Completar";"402281 - PINCA P/ VIDEOCIRURGIA, TIPO APREENSAO ATRAUMATICA TIPO DEBAKEY, HASTE ISOLADA 5 MM X 36 CM. MATERIAL ACO INOXIDAVEL, AUTOCLAVAVEL. EMBALAGEM INDIVIDUAL CONTENDO DADOS DE IDENTIFICACAO, PROCEDENCIA, NUMERO DE LOTE, DATA DE FABRICACAO, VALIDADE DO";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"C";"A";"0";"1.693,0000";"0,00";"0,00";
"01/2026";"1";"Completar";"403765 - CLIPE METALICO PARA HEMOSTASIA ENDOSCOPICA OU COLONOSCOPICA";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"";"";"80";"250,0000";"0,00";"20.000,00";
"01/2026";"1";"Completar";"402161 - PORTA AGULHA, MATERIAL ACO INOXIDAVEL, AUTOCLAVAVEL, TIPO HEGAR-MAYO COM VIDEA, COMPRIMENTO DE 15 CM.";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"0";"215,0000";"0,00";"0,00";
"01/2026";"1";"Completar";"1439 - CONJUNTO COMPLETO DE NEBULIZACAO CONTINUA ADULTO C/ FRASCO DE 500ML";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"B";"511";"163,6780";"0,00";"18.986,65";
"01/2026";"1";"Completar";"400272 - PLACAS CERVICAIS ASSOCIADAS A PARAFUSOS PARA FIXACAO";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"B";"A";"0";"2.400,0000";"0,00";"0,00";
"01/2026";"1";"Completar";"400278 - PLACA OCCIPITO-CERVICAL REF. 0702031038";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"";"";"0";"0,0000";"0,00";"0,00";
"01/2026";"1";"Completar";"403148 - SERRA NO, TIPO BRUENNINGS, COMPRIMENTO DE 27 CM, MATERIAL AC";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"0";"209,0000";"0,00";"0,00";
"01/2026";"1";"Completar";"14066 - FILTRO ELETROSTATICO BACTERIANO VIRAL, TIPO HME - NEONATAL";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"0";"11,6100";"0,00";"0,00";
"01/2026";"1";"Completar";"402163 - PINCA CIRURGICA, MATERIAL ACO INOXIDAVEL, AUTOCLAVAVEL, TIPO GOIVA LUER PONTA CURVA, COMPRIMENTO DE 15 CM";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"0";"110,0000";"0,00";"0,00";
"01/2026";"1";"Completar";"401497 - CONECTOR USO MEDICO, INTERMEDIARIO RETO C/ ENTRADA DE GAS";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"C";"A";"0";"14,5000";"0,00";"0,00";
"01/2026";"1";"Completar";"400132 - CATETER BALAO PARA VALVOPLASTIA PULMONAR";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"0";"1.590,0000";"0,00";"0,00";
"01/2026";"1";"Completar";"9654 - CATETER DIAGNOSTICO AMPLATZ CURVA AR 3 PERFIL 5F X  100 CM";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"0";"142,5000";"0,00";"0,00";
"01/2026";"1";"Completar";"403213 - PINCA CIRURGICA (ANATOMICA), TIPO POTTS SMITH";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"B";"0";"72,1000";"0,00";"0,00";
"01/2026";"1";"Completar";"402123 - BANDEJA PLASTICA PARA LEITURA DE LAMINAS";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"C";"A";"0";"19,1400";"0,00";"0,00";
"01/2026";"1";"Completar";"402535 - PINCA CIRURGICA, TIPO DISSECCAO DENTE DE RATO, COMPRIMENTO M /";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"B";"A";"0";"22,0000";"0,00";"0,00";
"01/2026";"1";"Completar";"400308 - MINI FIXADOR EXTERNO REF. 0702030600";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"";"";"0";"0,0000";"0,00";"0,00";
"01/2026";"1";"Completar";"400505 - CATETER DIAGNOSTICO JUDKINS 5F JL 3,5 X 100 CM";"36";"MATERIAL HOSPITALAR";"Não";"Não";"CM";"";"";"0";"0,0000";"0,00";"0,00";
"01/2026";"1";"Completar";"400198 - TELA DE RECONSTRUCAO ACETABULAR REF. 0702031283";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"";"";"0";"0,0000";"0,00";"0,00";
"01/2026";"1";"Completar";"400497 - INATIVO - CATETER DIAGNOSTICO PIG TAIL 5F X 110CM CENTIMETRADO";"36";"MATERIAL HOSPITALAR";"Não";"Não";"UN";"";"";"0";"0,0000";"0,00";"0,00";
"01/2026";"1";"Completar";"400302 - FIXADOR EXT. TIPO PLATAFORMA / SIST. DE ALONGAMENTO";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"B";"0";"1.317,0000";"0,00";"0,00";
"01/2026";"1";"Completar";"401982 - BALAO DILATADOR BILIAR 10-11-12 MM";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"C";"0";"1.530,0000";"0,00";"0,00";
"01/2026";"1";"Completar";"403163 - CURETA, MODELO ERMIRO LIMA, TIPO EM S, COMPRIMENTO CERCA DE";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"0";"133,0000";"0,00";"0,00";
"01/2026";"1";"Completar";"400182 - TELA INORGANICA DE POLIPROPILENO GRANDE REF. 0702050555";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"";"";"0";"0,0000";"0,00";"0,00";
"01/2026";"1";"Completar";"403788 - PINCA CIRURGICA, TIPO REYNALD, ATRAUMATICA, PARA TUBO";"36";"MATERIAL HOSPITALAR";"Não";"Não";"UN";"A";"A";"0";"110,0000";"0,00";"0,00";
"01/2026";"1";"Completar";"400389 - INTRODUTOR ARTERIAL ARAMADO BAINHA LONGA 6F";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"C";"0";"1.299,8100";"0,00";"0,00";
"01/2026";"1";"Completar";"942 - CATETER TENCKHOFF 15FR X 42CM";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"12";"250,7277";"0,00";"3.008,73";
"01/2026";"1";"Completar";"400161 - PLACA DE RECONSTRUCAO DE TITANIO P/ FRATURA DE MANDIBULA";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"B";"0";"1.150,0000";"0,00";"0,00";
"01/2026";"1";"Completar";"401825 - FIO GUIA BILIAR NUCLEO DE NITINOL 0,035";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"64";"706,2500";"0,00";"45.200,00";
"01/2026";"1";"Completar";"401037 - SONDA DE PEZZER N. 36 DE LATEX, ESTERIL EM OXIDO DE ETILENO, / EXTREMIDADE DISTAL ABAULADA C/ 3 ORIFICIOS, EXTREMO PROXIMAL C/ FORMA DE FUNIL, TAMANHO APROX DE 40CM, EMB. INDIVIDUAL EM PGC, REG. ANVISA.";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"0";"29,9399";"0,00";"0,00";
"01/2026";"1";"Completar";"16455 - MEIA ANTI EMBOLISMO 3/4 - NXG";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"B";"0";"66,0200";"0,00";"0,00";
"01/2026";"1";"Completar";"400847 - CATETER DIAGNOSTICO 5F X 100CM, MAMARIA ESTERIL, REG. ANVISA";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"0";"145,9299";"0,00";"0,00";
"01/2026";"1";"Completar";"402647 - JARRA UMIDIFICADORA REUTILIZAVEL PARA BASE AQUECIDA";"36";"MATERIAL HOSPITALAR";"Não";"Não";"PC";"";"";"0";"0,0000";"0,00";"0,00";
"01/2026";"1";"Completar";"402781 - COLECAO TDE II - TESTE DE DESEMPENHO ESCOLAR 2 EDICAO";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"C";"B";"0";"805,1000";"0,00";"0,00";
"01/2026";"1";"Completar";"16454 - MEIA ANTI EMBOLISMO 3/4 - NP";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"B";"A";"0";"66,0200";"0,00";"0,00";
"01/2026";"1";"Completar";"16452 - MEIA ANTI EMBOLISMO 3/4 - LG";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"0";"67,9066";"0,00";"0,00";
"01/2026";"1";"Completar";"400344 - PLACA EM T 2,7 MM INCLUI PARAFUSOS REF. 0702030988";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"0";"168,5400";"0,00";"0,00";
"01/2026";"1";"Completar";"400111 - MICRO CATETER DIAMETRO INTERNO DE 0.010 A 0.028";"36";"MATERIAL HOSPITALAR";"Não";"Não";"UN";"A";"A";"0";"1.650,0000";"0,00";"0,00";
"01/2026";"1";"Completar";"400205 - RESTRITOR DE CIMENTO FEMORAL REF. 07.02.03.125-9";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"";"";"0";"0,0000";"0,00";"0,00";
"01/2026";"1";"Completar";"403261 - CABO DE BISTURI CIRURGICO, TAMANHO N 7";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"0";"10,1700";"0,00";"0,00";
"01/2026";"1";"Completar";"402034 - FRESA ESFERICA 4,5X90MM SEMI CORTANTE";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"B";"0";"700,0000";"0,00";"0,00";
"01/2026";"1";"Completar";"400214 - CATETER VENTRICULAR COM RESERVATORIO";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"B";"A";"0";"608,0000";"0,00";"0,00";
"01/2026";"1";"Completar";"403121 - PINCA CIRURGICA";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"C";"B";"0";"1.194,6000";"0,00";"0,00";
"01/2026";"1";"Completar";"400343 - PLACA EM L 1,5MM (INCLUI PARAFUSOS) REF. 0702031313";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"";"";"0";"0,0000";"0,00";"0,00";
"01/2026";"1";"Completar";"403088 - TROCATER COM BAINHA TIPO DIAFRAGMA 5MM X 8 CM";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"C";"C";"0";"869,9700";"0,00";"0,00";
"01/2026";"1";"Completar";"403199 - PINCA CIRURGICA, TIPO KELLY, PONTA CURVA, SERRILHADA";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"0";"32,6000";"0,00";"0,00";
"01/2026";"1";"Completar";"403130 - CANULA, APLICACAO PUNCAO E INJECAO CIRURGICA";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"B";"B";"0";"347,6400";"0,00";"0,00";
"01/2026";"1";"Completar";"402513 - COMPASSO, TIPO CASTROVIEJO, APLICACAO OFTALMOLOGIA, ALCANCE";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"0";"150,0000";"0,00";"0,00";
"01/2026";"1";"Completar";"401979 - PINCA DE BIOPSIA TRASBRONQUICA / PINCA DE BIOPSIA TRANSBRONQUICA FLEXIVEL OVAL FENESTRADA, PARA CANAL DE TRABALHO MINIMO: 2,0MM, COMPRIMENTO: 105 A 120CM, PARA REALIZACAO DE BIOPSIAS EM BRONCOSCOPIA. EQUIPAMENTO EM USO: VIDEOBRONCOSCOPIO FUJIFILM EB";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"B";"0";"690,0000";"0,00";"0,00";
"01/2026";"1";"Completar";"400116 - INATIVO - PARTICULAS EMBOLIZANTES (FRASCO / OU SERINGA)";"36";"MATERIAL HOSPITALAR";"Não";"Não";"UN";"A";"B";"0";"692,7800";"0,00";"0,00";
"01/2026";"1";"Completar";"401011 - FILTRO DE FORMOL THERMOFISCHER";"36";"MATERIAL HOSPITALAR";"Não";"Não";"UN";"A";"A";"2";"2.093,3500";"0,00";"4.186,70";
"01/2026";"1";"Completar";"400098 - CATETER GUIA P/ ANGIOPLASTIA TRANSL. PERCUTANEA AR1 E AR2 6 FR E 7 FR, COMPRIMENTO 110 CM - REF. 0702040134";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"B";"A";"0";"195,4500";"0,00";"0,00";
"01/2026";"1";"Completar";"400112 - CATETER GUIA P/ ANGIOPLASTIA TRANSL. PERCUTANEA MPA1";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"";"";"0";"0,0000";"0,00";"0,00";
"01/2026";"1";"Completar";"403143 - CURETA, MODELO BECKMANN, TIPO FACA, PONTA FENESTRADA E ANGUL";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"B";"0";"95,0000";"0,00";"0,00";
"01/2026";"1";"Completar";"402169 - AFASTADOR AUTOESTATICO WEITLANER";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"C";"B";"0";"304,0000";"0,00";"0,00";
"01/2026";"1";"Completar";"402512 - PINCA CIRURGICA, TIPO JACARE, PONTA PARA ESQUERDA, PARA MICR";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"B";"0";"850,0000";"0,00";"0,00";
"01/2026";"1";"Completar";"4035 - ADAPTADOR  PARA CIRCUITO DO VENTILADOR BIRD MARK 7.";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"5";"11,9000";"0,00";"59,50";
"01/2026";"1";"Completar";"403761 - BALAO PARA DILATACAO DE ACALASIA DUPLO LUMEN 35MM X 80MM";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"";"";"0";"0,0000";"0,00";"0,00";
"01/2026";"1";"Completar";"402532 - AFASTADOR AUTOSTATICO, TIPO WEITLANER, 3 X 4 DENTES ROMBO /";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"B";"A";"0";"270,0000";"0,00";"0,00";
"01/2026";"1";"Completar";"402035 - FRESA ESFERICA 3X80MM CORTANTE";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"C";"A";"0";"700,0000";"0,00";"0,00";
"01/2026";"1";"Completar";"403129 - AGULHA PARA PUNCAO TIPO VERESS, COMPRIMENTO 150 MM";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"C";"C";"0";"516,8100";"0,00";"0,00";
"01/2026";"1";"Completar";"403259 - CABO DE BISTURI CIRURGICO, TAMANHO N 4";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"0";"10,1700";"0,00";"0,00";
"01/2026";"1";"Completar";"16451 - MEIA ANTI EMBOLISMO 3/4 - CG";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"0";"68,8500";"0,00";"0,00";
"01/2026";"1";"Completar";"16450 - MEIA ANTI EMBOLISMO 3/4 - LM";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"B";"B";"0";"77,8100";"0,00";"0,00";
"01/2026";"1";"Completar";"400315 - MINI PLACA EM T OU L REF. 0702031364";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"0";"81,0000";"0,00";"0,00";
"01/2026";"1";"Completar";"401972 - ALCA DE POLIPECTOMIA / ALCA DE POLIPECTOMIA / - - OVAL COM MANOPLA, PARA COLONOSCOPIA, AUTOCLAVEL, CATETER EM TEFLON, ALCA EM ACO INOX, COM 230 CM DE COMPRIMENTO, ABERTURA DE 35/55 MM, DIAMETRO DE 2.3 MM";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"0";"849,0000";"0,00";"0,00";
"01/2026";"1";"Completar";"403082 - PINCA EXTRATORA DE CALCULO SEMI-RIGIDA, 3 FR X 55 A 60 CM";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"B";"A";"0";"3.360,0000";"0,00";"0,00";
"01/2026";"1";"Completar";"400501 - INATIVO - FIO GUIA TEFLONADO DE ALTA RIGIDEZ TIPO LUNDERQUIST";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"B";"A";"0";"100,0000";"0,00";"0,00";
"01/2026";"1";"Completar";"401510 - LUBRIFICANTE PARA INSTRUMENTAIS CIRURGICOS - SPRAY 750ML";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"B";"10";"41,7100";"0,00";"417,10";
"01/2026";"1";"Completar";"401611 - SERINGA DOSADORA ORAL 03 ML";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"B";"850";"0,3000";"0,00";"255,00";
"01/2026";"1";"Completar";"401614 - SERINGA DOSADORA ORAL 20 ML";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"B";"2500";"0,6400";"0,00";"1.600,00";
"01/2026";"1";"Completar";"401615 - SERINGA DOSADORA ORAL 10 ML";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"B";"B";"1000";"0,4500";"0,00";"450,00";
"01/2026";"1";"Completar";"401756 - SONDA PARA GASTROSTOMIA PERCUTANEA 12 FR, COM BALAO";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"B";"45";"49,3184";"0,00";"2.219,33";
"01/2026";"1";"Completar";"401829 - EQUIPO MACROGOTAS - BICO LUER LOCK";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"805";"1,3300";"0,00";"1.070,65";
"01/2026";"1";"Completar";"401923 - BALAO DILATADOR BILIAR 6-7-8";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"5";"578,0000";"0,00";"2.890,00";
"01/2026";"1";"Completar";"402553 - CANULA PARA TRAQUEOSTOMIA N. 4,0 COM CUFF";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"B";"4";"13,0000";"0,00";"52,00";
"01/2026";"1";"Completar";"402565 - CATETER DE HEMODIALISE INFANTIL 08FRX18CM LONGA PERMANENCIA";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"B";"B";"4";"2.375,0000";"0,00";"9.500,00";
"01/2026";"1";"Completar";"402613 - MASCARA FACIAL TIPO VENTURI TAMANHO PEDIATRICO";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"50";"8,5000";"0,00";"425,00";
"01/2026";"1";"Completar";"402681 - CATETER TIPO BASKET BILIAR 25 X40";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"B";"B";"6";"488,3333";"0,00";"2.930,00";
"01/2026";"1";"Completar";"402735 - CONJUNTO P/ DRENAGEM TORAXICA N. 22 (INFANTIL) FRASCO EM PVC";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"";"";"10";"27,6699";"0,00";"276,70";
"01/2026";"1";"Completar";"400777 - PARTICULAS EMBOLIZANTES (FRASCO / OU SERINGA) / PVA DE 40 A 900 REF. 0702050423";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"B";"0";"490,0000";"0,00";"0,00";
"01/2026";"1";"Completar";"401528 - CONJUNTO - PAR DE PAS INTERNAS E CABO PARA PÁS INTERNAS COMPATIVEL COM CARDIOVERSOR NIHON KOHDEN CARDIOLIFE TEC-5631";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"";"";"0";"0,0000";"0,00";"0,00";
"01/2026";"1";"Completar";"402206 - AFASTADOR CIRURGICO, MATERIAL ACO INOXIDAVEL, AUTOCLAVAVEL, TIPO BECKMANN-ADSON SEMI AFIADO 4X4 DENTES, COMPRIMENTO DE 31 CM.";"36";"MATERIAL HOSPITALAR";"Não";"Não";"UN";"A";"A";"0";"763,8000";"0,00";"0,00";
