Competência;Cód.Forn;Fornecedor;Material;Cód. Grupo;Grupo;Estocável;Genérico;Unid.;Class. ABC;Sub. ABC;Qtd;Custo Médio;Resíduo;Valor;
"01/2026";"1";"Completar";"402525 - RASPA CIRURGICA, TIPO PUNCIONADA, COMPRIMENTO MEDIO DE 20 CM /";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"B";"A";"0";"220,0000";"0,00";"0,00";
"01/2026";"1";"Completar";"403763 - BALAO PARA DILATACAO DE ACALASIA DUPLO LUMEN 40MM X 80MM";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"";"";"0";"0,0000";"0,00";"0,00";
"01/2026";"1";"Completar";"400280 - SISTEMA DE FIXACAO OCCIPITO- CERVICAL ASSOCIADO A PARAFUSOS";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"";"";"0";"0,0000";"0,00";"0,00";
"01/2026";"1";"Completar";"1560 - INATIVO - FIO DE SUTURA ACO, 5-0, AGULHA 1/2 CIRCULO CILINDRICA";"36";"MATERIAL HOSPITALAR";"Não";"Não";"ENV";"A";"A";"0";"21,0000";"0,00";"0,00";
"01/2026";"1";"Completar";"403760 - MALHA DE ELANCA (NYLON) OU JERSEY TUBULAR 10CM X 20M";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"";"";"0";"0,0000";"0,00";"0,00";
"01/2026";"1";"Completar";"402528 - PINCA CIRURGICA, TIPO BLAKESLEY, PONTA ANGULADA 45 G /";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"B";"0";"427,0000";"0,00";"0,00";
"01/2026";"1";"Completar";"959 - CATETER DIAGNOSTICO JUDKINS 5F JL 4,5 X 100 CM";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"C";"C";"30";"40,0000";"0,00";"1.200,00";
"01/2026";"1";"Completar";"402641 - MASCARA LARINGEA EM SILICONE PACIENTE COM 5 A 10KG TAM. 1,5";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"B";"A";"0";"220,0000";"0,00";"0,00";
"01/2026";"1";"Completar";"403541 - MEDIDOR DE PRESSAO DE CUFF EM TUBO ENDOTRAQUEAL";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"B";"1";"1.500,0000";"0,00";"1.500,00";
"01/2026";"1";"Completar";"402820 - BROCA CIRURGICA DE PARADA AUTOMATICA PARA CRANIOTOMIA, COM ENCAIXE TIPO HUDSON, DIAMETRO 06/09 MM, EM ACO INOXIDAVEL. ESTERIL. USO UNICO. COMPATIVEL COM O TREPANO CRANIOTOMO ESPECIFICADO EM EDITAL. EMBALAGEM INDIVIDUAL. CONTENDO IDENTIFICACAO DO PRO";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"0";"760,0000";"0,00";"0,00";
"01/2026";"1";"Completar";"403275 - PINCA CIRURGICA, TIPO GEMINI, PONTA CURVA, COMPRIMENTO";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"0";"91,1900";"0,00";"0,00";
"01/2026";"1";"Completar";"403198 - PINCA CIRURGICA, TIPO HALSTEAD MOSQUITO, PONTA CURVA";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"0";"24,1000";"0,00";"0,00";
"01/2026";"1";"Completar";"403222 - PORTA-AGULHA, TIPO MAYO HEGAR, PONTA RETA, COM VIDEA,";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"0";"165,6000";"0,00";"0,00";
"01/2026";"1";"Completar";"403266 - PINCA CIRURGICA, TIPO DEBAKEY, COM ANGULA??O DE 90 GRAUS";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"0";"375,6100";"0,00";"0,00";
"01/2026";"1";"Completar";"402526 - TESOURA CIRURGICA, TIPO COTTLE, PONTA RETA, HASTE ANGULADA, /";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"0";"95,0000";"0,00";"0,00";
"01/2026";"1";"Completar";"16448 - PERNEIRA ATE O JOELHO TAMANHO GRANDE";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"B";"B";"0";"244,7200";"0,00";"0,00";
"01/2026";"1";"Completar";"402205 - PINCA CIRURGICA, MATERIAL ACO INOXIDAVEL, AUTOCLAVAVEL, TIPO ADSON PONTA FINA COM SERRILHA, COMPRIMENTO DE 12 CM.";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"0";"13,4000";"0,00";"0,00";
"01/2026";"1";"Completar";"402036 - FRESA ESFERICA 3,5X80MM CORTANTE";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"B";"A";"0";"700,0000";"0,00";"0,00";
"01/2026";"1";"Completar";"403153 - TESOURA CIRURGICA, TIPO METZENBAUM, PONTA CURVA, COMPRIMENTO";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"B";"0";"69,0000";"0,00";"0,00";
"01/2026";"1";"Completar";"400164 - PROTESE TESTICULAR EM GEL DE SILICONE REF. SUS 0702060038";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"0";"1.107,5000";"0,00";"0,00";
"01/2026";"1";"Completar";"400087 - CATETER BALAO PARA ANGIOPLASTIA PERIFERICA REF. 0702040070";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"B";"0";"613,8900";"0,00";"0,00";
"01/2026";"1";"Completar";"401897 - FIO OSSEO LISO TIPO STEINMAN/KIRSCHNER 3,0MM X 30CM";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"C";"0";"19,1110";"0,00";"0,00";
"01/2026";"1";"Completar";"400290 - COMPONENTE DE AUMENTO FEMORAL PARA REVISAO DE PROTESE TOTAL";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"";"";"0";"0,0000";"0,00";"0,00";
"01/2026";"1";"Completar";"401773 - CONECTOR PARA HEMODINAMICA, TIPO Y, COM VALVULA HEMOSTATICA";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"20";"60,0100";"0,00";"1.200,20";
"01/2026";"1";"Completar";"402209 - TESOURA CIRURGICA, MATERIAL ACO INOXIDAVEL, AUTOCLAVAVEL, TIPO METZEMBAUM PONTA CURVA, COMPRIMENTO DE 14,5 CM.";"36";"MATERIAL HOSPITALAR";"Não";"Não";"UN";"A";"B";"0";"2.420,0000";"0,00";"0,00";
"01/2026";"1";"Completar";"403113 - AFASTADOR CIRURGICO AUTOESTATICO TIPO MILLIN";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"B";"A";"0";"1.540,5800";"0,00";"0,00";
"01/2026";"1";"Completar";"400517 - SHUNT DE CAROTIDA TIPO PRUITT INAHARA OUTLYING C/ T-PORT 9FR / DUPLO LUMEN, TUBO PRINCIPAL EM POLIURETANO, BALAO DE LATEX NAS EXTREMIDADAES DISTAL E PROXIMAL, ESTERIL, DESCARTAVEL, EMBALAGEM INDIVIDUAL CONTENDO DATA DE ESTERILIZACAO E VENCIMENTO,";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"C";"0";"2.668,0000";"0,00";"0,00";
"01/2026";"1";"Completar";"400289 - INATIVO - CIMENTO SEM ANTIBIOTICO REF. 0702031380";"36";"MATERIAL HOSPITALAR";"Não";"Não";"UN";"A";"B";"0";"52,0000";"0,00";"0,00";
"01/2026";"1";"Completar";"403111 - AFASTADOR ANKENEY NEONATAL";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"B";"A";"0";"2.105,3300";"0,00";"0,00";
"01/2026";"1";"Completar";"402905 - DESCOLADOR CIRURGICO, TIPO FREER, COMPRIMENTO CERCA DE 18 CM";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"B";"A";"0";"58,0100";"0,00";"0,00";
"01/2026";"1";"Completar";"402524 - RASPA, TIPO DORSO SPERLI, MODELO: NR 3, MATERIAL ACO INOX /";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"B";"B";"0";"140,0000";"0,00";"0,00";
"01/2026";"1";"Completar";"403151 - PINCA CIRURGICA, TIPO ADSON, PONTA RETA, 1 X 2 DENTE";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"B";"0";"28,0000";"0,00";"0,00";
"01/2026";"1";"Completar";"402643 - TERMOHIGROMETRO DIGITAL COM AFERICAO DE TEMPERATURA INTERNA";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"B";"A";"0";"38,5000";"0,00";"0,00";
"01/2026";"1";"Completar";"16453 - MEIA ANTI EMBOLISMO 7/8 - NP";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"0";"66,0200";"0,00";"0,00";
"01/2026";"1";"Completar";"400168 - GRAMPEADOR LINEAR REF. 0702050270";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"B";"A";"0";"630,0000";"0,00";"0,00";
"01/2026";"1";"Completar";"16664 - MASCARA PARA VENTILACAO NAO INVASIVA";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"B";"0";"650,0000";"0,00";"0,00";
"01/2026";"1";"Completar";"400167 - CARGA PARA GRAMPEADOR LINEAR REF. 0702050032";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"B";"0";"212,0000";"0,00";"0,00";
"01/2026";"1";"Completar";"401969 - PINCA DE BIOPSIA GASTRICA COM CONCHA OVAL, COMPRIMENTO DE 155 A 160 CM, CANAL 2.8 MM, AUTOCLAVAVEL";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"B";"B";"12";"745,9300";"0,00";"8.951,16";
"01/2026";"1";"Completar";"403081 - CAMISA ENDOSCOPICA PARA CISTOSCOPIA 25FR";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"C";"A";"0";"1.235,0000";"0,00";"0,00";
"01/2026";"1";"Completar";"5881 - AVENTAL HOSPITALAR PARA PROCEDIMENTO NAO ESTERIL";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"0";"5,4500";"0,00";"0,00";
"01/2026";"1";"Completar";"403865 - CONECTOR ESPACADOR AEROSSOLTERAPIA (PUFF) NA VENT. MECANICA";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"";"";"0";"0,0000";"0,00";"0,00";
"01/2026";"1";"Completar";"401899 - CATETER URETERAL, DUPLO J INFANTIL, 4 FR, 20 A 22CM,";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"";"";"0";"230,0000";"0,00";"0,00";
"01/2026";"1";"Completar";"402853 - BROCA CIRURGICA, TIPO FRESA ESFERICA DIAMANTADA";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"B";"0";"396,0000";"0,00";"0,00";
"01/2026";"1";"Completar";"402523 - GANCHO CIRURGICO, TIPO JOSEPH, GANCHO DUPLO, AGUDO, COMPRIME /";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"0";"52,0000";"0,00";"0,00";
"01/2026";"1";"Completar";"403167 - PINCA CIRURGICA, TIPO GOIVA JANSEN MIDDLETON, PONTA ANGULADA";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"0";"950,0000";"0,00";"0,00";
"01/2026";"1";"Completar";"403149 - PINCA CIRURGICA, TIPO MOYNIHAN, PONTA CURVA, COMPRIMENTO CER";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"C";"A";"0";"95,0000";"0,00";"0,00";
"01/2026";"1";"Completar";"403079 - CAMISA ENDOSCOPICA PARA CISTOSCOPIA, 19FR";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"0";"1.300,0000";"0,00";"0,00";
"01/2026";"1";"Completar";"402521 - INSTRUMENTAL CIRURGICO, TIPO FORMAO LAMBOTTE, PONTA RETA, CO";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"C";"0";"120,0000";"0,00";"0,00";
"01/2026";"1";"Completar";"16315 - PAPEL TERMOSENSIVEL 110MMX20M P/ ECG PHILIPS";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"B";"3";"13,1000";"0,00";"39,30";
"01/2026";"1";"Completar";"403759 - BALAO PARA DILATACAO DE ACALASIA DUPLO LUMEN 30MM X 80MM";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"";"";"0";"0,0000";"0,00";"0,00";
"01/2026";"1";"Completar";"402989 - CURATIVO HIDROGEL CONTENDO POLIHEXAMETILENO DE BIGUANIDA (PHMB/POLIHEXANIDA) A 0,2% GRAMA";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"GR";"A";"A";"0";"0,4000";"0,00";"0,00";
"01/2026";"1";"Completar";"400186 - CENTRALIZADOR PARA COMPONENTE FEMORAL CIMENTADO MODULAR";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"";"";"0";"0,0000";"0,00";"0,00";
"01/2026";"1";"Completar";"402037 - FRESA ESFERICA 3,5X90MM SEMI CORTANTE";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"0";"700,0000";"0,00";"0,00";
"01/2026";"1";"Completar";"402851 - BROCA CIRURGICA, TIPO FRESA ESFERICA DIAMANTADA";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"0";"396,0000";"0,00";"0,00";
"01/2026";"1";"Completar";"403677 - BOMBA DE INFUSAO ELASTOMERICA PORTATIL 250 A 300ML 5ML/H";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"";"";"50";"80,0000";"0,00";"4.000,00";
"01/2026";"1";"Completar";"403675 - BANDAGEM ELASTICA ADESISVA TAMANHO CERCA DE 5 X 5 CM";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"";"";"40";"19,7500";"0,00";"790,00";
"01/2026";"1";"Completar";"402850 - BROCA CIRURGICA, TIPO FRESA ESFERICA DIAMANTADA";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"0";"396,0000";"0,00";"0,00";
"01/2026";"1";"Completar";"403123 - PORTA AGULHA";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"B";"A";"0";"39,2400";"0,00";"0,00";
"01/2026";"1";"Completar";"400069 - FRASCO COM VALVULA DE ASPIRACAO A VACUO (VACUOMETRO)";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"0";"154,0000";"0,00";"0,00";
"01/2026";"1";"Completar";"907 - CAMPO CIRURGICO PLASTICO ADESIVO, 45 CM X 60 CM";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"B";"A";"0";"19,0000";"0,00";"0,00";
"01/2026";"1";"Completar";"402902 - PINCA CIRURGICA, TIPO HARTMANN, PONTA RETA, SERRILHADA";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"0";"167,7100";"0,00";"0,00";
"01/2026";"1";"Completar";"400342 - PLACA EM L 3,5 MM INCLUI PARAFUSOS REF. 0702030961";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"";"";"0";"0,0000";"0,00";"0,00";
"01/2026";"1";"Completar";"402038 - FRESA ESFERICA 3,0X80MM DIAMANTADA";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"B";"0";"700,0000";"0,00";"0,00";
"01/2026";"1";"Completar";"400229 - IMPLANTE GLUTEO DE SILICONE (PAR), FORMA: REDONDA OU OVAL,";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"PAR";"";"";"0";"0,0000";"0,00";"0,00";
"01/2026";"1";"Completar";"402190 - PINCA CIRURGICA, MATERIAL ACO INOXIDAVEL, AUTOCLAVAVEL, TIPO PARA TUMORES YASARGIL PONTA FENESTRADA TIPO ANEL DE 5 MM, COMPRIMENTO DE 22 CM.";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"B";"B";"0";"365,1900";"0,00";"0,00";
"01/2026";"1";"Completar";"402685 - PROTESE DE VIAS BILIARES 7 FR, COMPRIMENTO 10 CM";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"10";"720,0000";"0,00";"7.200,00";
"01/2026";"1";"Completar";"403793 - PINCA CIRURGICA, TIPO MIXTER, COM CURVATURA 24 CM";"36";"MATERIAL HOSPITALAR";"Não";"Não";"UN";"A";"A";"0";"160,0000";"0,00";"0,00";
"01/2026";"1";"Completar";"403849 - PORTA-AGULHA PARA CORONARIA, TIPO RYDER (RAYDER), PONTA RETA";"36";"MATERIAL HOSPITALAR";"Não";"Não";"UN";"A";"A";"0";"310,0100";"0,00";"0,00";
"01/2026";"1";"Completar";"401929 - PROTESE PLASTICA BILIAR, TIPO AMSTERDAM 8,5FR 7CM";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"6";"600,0000";"0,00";"3.600,00";
"01/2026";"1";"Completar";"400379 - KIT COM CATETER URETERAL CALIBRE 7FR,";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"26";"135,9211";"0,00";"3.533,95";
"01/2026";"1";"Completar";"402849 - BROCA CIRURGICA, TIPO FRESA ESFERICA ROSEN, 6,0 MM";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"B";"A";"0";"324,0000";"0,00";"0,00";
"01/2026";"1";"Completar";"403171 - PINCA CIRURGICA, TIPO BLAKESLEY, PONTA RETA, FORMATO DE CONC";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"0";"399,0000";"0,00";"0,00";
"01/2026";"1";"Completar";"403166 - PINCA CIRURGICA, TIPO BICO DE PATO, COMPRIMENTO CERCA DE 18";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"0";"95,0000";"0,00";"0,00";
"01/2026";"1";"Completar";"402039 - FRESA ESFERICA 2X80MM DIAMANTADA";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"B";"0";"700,0000";"0,00";"0,00";
"01/2026";"1";"Completar";"403165 - ESPECULO NASAL, TIPO KILLIAN, AUTOSTATICO/TRAVA REGULVEL";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"B";"B";"0";"190,0000";"0,00";"0,00";
"01/2026";"1";"Completar";"402520 - MARTELO 250 GRAMAS, DI?METRO DE 22 X 185 MM, MATERIAL ACO IN /";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"C";"0";"114,0000";"0,00";"0,00";
"01/2026";"1";"Completar";"402531 - PINCA CIRURGICA, TIPO LUCAE BAIONETA, PONTA RETA, /";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"B";"0";"41,0000";"0,00";"0,00";
"01/2026";"1";"Completar";"400147 - STENT CORONARIANO REF. 0702040533";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"C";"0";"450,0000";"0,00";"0,00";
"01/2026";"1";"Completar";"402848 - BROCA CIRURGICA, TIPO FRESA ESFERICA DIAMANTADA";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"B";"0";"396,0000";"0,00";"0,00";
"01/2026";"1";"Completar";"400273 - PARAFUSOS ASSOCIAVEIS A HASTES TIPO PEDICULARES";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"";"";"0";"0,0000";"0,00";"0,00";
"01/2026";"1";"Completar";"402191 - TESOURA CIRURGICA, MATERIAL ACO INOXIDAVEL, AUTOCLAVAVEL / TESOURA CIRURGICA, MATERIAL ACO INOXIDAVEL, AUTOCLAVAVEL, TIPO DURA MATHER SCHMIEDEN-TAYLOR, COMPRIMENTO DE 15,5 CM.";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"0";"145,6500";"0,00";"0,00";
"01/2026";"1";"Completar";"402846 - BROCA CIRURGICA, TIPO FRESA ESFERICA ROSEN, 3,0 MM";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"B";"A";"0";"324,0000";"0,00";"0,00";
"01/2026";"1";"Completar";"402519 - ESPECULO NASAL, TIPO COTLE MEDIO, DIMENSOES DE 65 X 160 MM,";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"B";"0";"149,9000";"0,00";"0,00";
"01/2026";"1";"Completar";"402788 - FIGURAS COMPLEXAS DE REY - KIT COMPLETO";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"0";"333,7400";"0,00";"0,00";
"01/2026";"1";"Completar";"402040 - FRESA ESFERICA 4X80MM DIAMANTADA";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"B";"0";"700,0000";"0,00";"0,00";
"01/2026";"1";"Completar";"402391 - (INATIVO) GUIA FLEXIVEL PASSADORA DE SUTURA / PARA AGULHA SCORPION PARA ARTROSCOPIA DE OMBRO";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"C";"0";"408,9200";"0,00";"0,00";
"01/2026";"1";"Completar";"402192 - ESPATULA CIRURGICA, MATERIAL ACO INOXIDAVEL, AUTOCLAVAVEL / ESPATULA CIRURGICA, MATERIAL ACO INOXIDAVEL, AUTOCLAVAVEL, TIPO CEREBRAL CONVEXA FLEXIVEL, PONTA DE 15 E 18 MM.";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"C";"B";"0";"64,8000";"0,00";"0,00";
"01/2026";"1";"Completar";"401671 - FILME TRANSPARENTE ADESIVO EM ROLO";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"RL";"A";"B";"0";"57,0000";"0,00";"0,00";
"01/2026";"1";"Completar";"400209 - FIO OSSEO LISO TIPO STEINMAN/KIRSCHNER 1,0MM X 30CM";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"0";"11,6600";"0,00";"0,00";
"01/2026";"1";"Completar";"1395 - CATETER DIAGNOSTICO SIMMONS S1 5F X 100CM";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"B";"A";"0";"79,9000";"0,00";"0,00";
"01/2026";"1";"Completar";"400210 - INATIVO - FIO OSSEO LISO TIPO STEINMAN/KIRSCHNER 2,0MM X 30CM";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"0";"11,6600";"0,00";"0,00";
"01/2026";"1";"Completar";"402041 - FRESA ESFERICA 3,5X80MM DIAMANTADA";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"B";"0";"700,0000";"0,00";"0,00";
"01/2026";"1";"Completar";"400279 - PLACAS TORACO- LOMBO- SACRAL ASSOCIADAS A PARAFUSOS";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"";"";"0";"0,0000";"0,00";"0,00";
"01/2026";"1";"Completar";"1417 - CLIPES DE TITANIO TAMANHO MEDIO - LARGO";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"CX";"B";"C";"0";"456,0000";"0,00";"0,00";
"01/2026";"1";"Completar";"402555 - SONDA NASOGASTRICA CURTA N. 6 EM PVC TRANSPARENTE E FLEXIVEL";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"0";"0,8500";"0,00";"0,00";
"01/2026";"1";"Completar";"401924 - BALAO DILATADOR BILIAR 10-11-12MM";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"B";"A";"10";"850,0000";"0,00";"8.500,00";
"01/2026";"1";"Completar";"402044 - FRESA ESFERICA 3,5X120MM DIAMANTADA";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"B";"B";"0";"700,0000";"0,00";"0,00";
"01/2026";"1";"Completar";"402859 - CATETER DE HEMODIALISE INFANTIL 08FRX18CM LONGA PERMANENCIA";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"";"";"0";"0,0000";"0,00";"0,00";
"01/2026";"1";"Completar";"402817 - PINCA P/ VIDEOCIRURGIA, TIPO APREENSAO, MODELO REDDICK OLSEN";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"C";"A";"0";"1.600,0000";"0,00";"0,00";
"01/2026";"1";"Completar";"402547 - PINCA CIRURGICA, TIPO CHERON, COMPRIMENTO CERCA DE 24 CM /";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"B";"0";"69,9000";"0,00";"0,00";
"01/2026";"1";"Completar";"400607 - INATIVO - CATETER BALAO PARA ANGIOPLASTIA PERIFERICA";"36";"MATERIAL HOSPITALAR";"Não";"Não";"CM";"A";"A";"0";"489,0000";"0,00";"0,00";
"01/2026";"1";"Completar";"400215 - FIO OSSEO LISO TIPO STEINMAN/KIRSCHNER 4,0MM X 30CM";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"B";"0";"10,5000";"0,00";"0,00";
"01/2026";"1";"Completar";"402471 - GEL ABRASIVO UTILIZADO PARA PROCEDIMENTO DE PEATE";"36";"MATERIAL HOSPITALAR";"Não";"Não";"UN";"A";"A";"0";"163,6750";"0,00";"0,00";
"01/2026";"1";"Completar";"400260 - INATIVO - KIT DE ELETRODO PARA MARCAPASSO TEMPORARIO ENDOCARDICO";"36";"MATERIAL HOSPITALAR";"Não";"Não";"UN";"";"";"0";"0,0000";"0,00";"0,00";
"01/2026";"1";"Completar";"8691 - CATETER OXIGENOTERAPIA TIPO OCULOS NEONATAL 00";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"0";"3,0358";"0,00";"0,00";
"01/2026";"1";"Completar";"400088 - CATETER BALAO PARA ANGIOPLASTIA PERIFERICA REF. 0702040070";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"B";"B";"0";"743,6400";"0,00";"0,00";
"01/2026";"1";"Completar";"400292 - COMPONENTE FEMORAL DE REVISAO CIMENTADO OU FIXACAO BIOLOGICA";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"";"";"0";"0,0000";"0,00";"0,00";
"01/2026";"1";"Completar";"400256 - ELETRODO EPICARDICO DEFINITIVO REF. COD. 0702040258";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"0";"890,0000";"0,00";"0,00";
"01/2026";"1";"Completar";"400371 - CATETER DIAGNOSTICO TIPO AMPLATZ, PERFIL 6F, CURVA AL 3";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"";"";"0";"0,0000";"0,00";"0,00";
"01/2026";"1";"Completar";"403459 - EXTENSOR OU PERFUSOR DE BAIXA COMPLACENCIA COMPRIMENTO 60CM";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"";"";"0";"0,0000";"0,00";"0,00";
"01/2026";"1";"Completar";"400377 - INATIVO - CATETER DIAGNOSTICO JUDKINS 5F JL 4,5 X 100 CM";"36";"MATERIAL HOSPITALAR";"Não";"Não";"CM";"";"";"0";"0,0000";"0,00";"0,00";
"01/2026";"1";"Completar";"401025 - CATETER DIAGNOSTICO COBRA 6F, 80 CM VASCULAR";"36";"MATERIAL HOSPITALAR";"Não";"Não";"CM";"";"";"0";"0,0000";"0,00";"0,00";
"01/2026";"1";"Completar";"1580 - FIO DE SUTURA POLIESTER, 3-0, C/ 2 AGULHAS 1/2, C/ ALMOFADA";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"ENV";"A";"B";"24";"15,0000";"0,00";"360,00";
"01/2026";"1";"Completar";"402534 - CONJUNTO DE 3 ESPECULOS AURICULARES, MATERIAL ACO INOXIDAVEL /";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"B";"A";"0";"80,0000";"0,00";"0,00";
