Almoxarifado;Material;Fornecedor;Endereço;Situação;Estocável;Consignado;Validade;
"ALMOXARIFADO CENTRAL";"401951 - CATETER DE HEMODIALISE INFANTIL  08FR X 18CM LONGA PERMANENCIA";"Completar";"B-34";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"401951 - CATETER DE HEMODIALISE INFANTIL  08FR X 18CM LONGA PERMANENCIA";"Completar";"B-34";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"401953 - LEVOCARNITINA, 100 MG/ML, SOLUÇÃO ORAL, 30ML";"Completar";"";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"401953 - LEVOCARNITINA, 100 MG/ML, SOLUÇÃO ORAL, 30ML";"Completar";"";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"401953 - LEVOCARNITINA, 100 MG/ML, SOLUÇÃO ORAL, 30ML";"Completar";"";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"401954 - SELÊNIO 0,1MG/ML, SOLUÇÃO, FRASCO 60ML";"Completar";"";"Inativo";"Não";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"401954 - SELÊNIO 0,1MG/ML, SOLUÇÃO, FRASCO 60ML";"Completar";"";"Inativo";"Não";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"401954 - SELÊNIO 0,1MG/ML, SOLUÇÃO, FRASCO 60ML";"Completar";"";"Inativo";"Não";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"401955 - IODO + IODETO DE POTÁSSIO (LUGOL), 5% (50 MG/ML) + 10% (100 MG/ML), SOLUÇÃO 30ML";"Completar";"";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"401955 - IODO + IODETO DE POTÁSSIO (LUGOL), 5% (50 MG/ML) + 10% (100 MG/ML), SOLUÇÃO 30ML";"Completar";"";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"401957 - INATIVO - IVERMECTINA";"Completar";"";"Inativo";"Não";"Não";"Não";
"ALMOXARIFADO CENTRAL";"401959 - MANOVACUOMETRO PARA AUTOCLAVE BAUMER - ESCALA 0 A 6 BAR";"Completar";"";"Ativo";"Sim";"Não";"Não";
"ALMOXARIFADO CENTRAL";"401961 - INDICADOR QUIMICO CLASSE IV, TIPO INTEGRADOR";"Completar";"A53-B61";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"401961 - INDICADOR QUIMICO CLASSE IV, TIPO INTEGRADOR";"Completar";"A53-B61";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"401961 - INDICADOR QUIMICO CLASSE IV, TIPO INTEGRADOR";"Completar";"A53-B61";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"401961 - INDICADOR QUIMICO CLASSE IV, TIPO INTEGRADOR";"Completar";"A53-B61";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"401961 - INDICADOR QUIMICO CLASSE IV, TIPO INTEGRADOR";"Completar";"A53-B61";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"401961 - INDICADOR QUIMICO CLASSE IV, TIPO INTEGRADOR";"Completar";"A53-B61";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"401961 - INDICADOR QUIMICO CLASSE IV, TIPO INTEGRADOR";"Completar";"A53-B61";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"401961 - INDICADOR QUIMICO CLASSE IV, TIPO INTEGRADOR";"Completar";"A53-B61";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"401963 - PROG. ASS. ACIDO FOLINICO 15 MG COMPRIMIDO";"Completar";"";"Ativo";"Não";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"401963 - PROG. ASS. ACIDO FOLINICO 15 MG COMPRIMIDO";"Completar";"";"Ativo";"Não";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"401963 - PROG. ASS. ACIDO FOLINICO 15 MG COMPRIMIDO";"Completar";"";"Ativo";"Não";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"401963 - PROG. ASS. ACIDO FOLINICO 15 MG COMPRIMIDO";"Completar";"";"Ativo";"Não";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"401963 - PROG. ASS. ACIDO FOLINICO 15 MG COMPRIMIDO";"Completar";"";"Ativo";"Não";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"401963 - PROG. ASS. ACIDO FOLINICO 15 MG COMPRIMIDO";"Completar";"";"Ativo";"Não";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"401963 - PROG. ASS. ACIDO FOLINICO 15 MG COMPRIMIDO";"Completar";"";"Ativo";"Não";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"401963 - PROG. ASS. ACIDO FOLINICO 15 MG COMPRIMIDO";"Completar";"";"Ativo";"Não";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"401965 - FIO DE SUTURA CATGUT CROMADO, FIO 3-0, AGULHA 3/8";"Completar";"FIO B";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"401965 - FIO DE SUTURA CATGUT CROMADO, FIO 3-0, AGULHA 3/8";"Completar";"FIO B";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"401965 - FIO DE SUTURA CATGUT CROMADO, FIO 3-0, AGULHA 3/8";"Completar";"FIO B";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"401965 - FIO DE SUTURA CATGUT CROMADO, FIO 3-0, AGULHA 3/8";"Completar";"FIO B";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"401965 - FIO DE SUTURA CATGUT CROMADO, FIO 3-0, AGULHA 3/8";"Completar";"FIO B";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"401967 - FIO GUIA, APLICACAO SONDA SAVARRY-MILLE, 240 CM";"Completar";"B-33";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"401969 - PINCA DE BIOPSIA GASTRICA COM CONCHA OVAL, COMPRIMENTO DE 155 A 160 CM, CANAL 2.8 MM, AUTOCLAVAVEL";"Completar";"";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"401970 - PINCA DE BIOPSIA PARA COLONOSCOPIA COM CONCHA OVAL, COMPRIMENTO DE 220 A 230 CM, CANAL 2.8 MM, AUTOCLAVAVEL.";"Completar";"";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"401971 - PINCA DE BIOPSIA GASTRICA / COM CONCHA OVAL, COMPRIMENTO DE 155 A 160 CM, CANAL 2.8 MM, AUTOCLAVAVEL.";"Completar";"";"Inativo";"Não";"Não";"Não";
"ALMOXARIFADO CENTRAL";"401972 - ALCA DE POLIPECTOMIA / ALCA DE POLIPECTOMIA / - - OVAL COM MANOPLA, PARA COLONOSCOPIA, AUTOCLAVEL, CATETER EM TEFLON, ALCA EM ACO INOX, COM 230 CM DE COMPRIMENTO, ABERTURA DE 35/55 MM, DIAMETRO DE 2.3 MM";"Completar";"";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"401973 - PINCA DE BIOPSIA PARA COLONOSCOPIA / COM CONCHA OVAL, COMPRIMENTO DE 220 A 230 CM, CANAL 2.8 MM, AUTOCLAVAVEL.";"Completar";"";"Inativo";"Não";"Não";"Não";
"ALMOXARIFADO CENTRAL";"401975 - ALCA DE POLIPECTOMIA SIMETRICA / AUTOCLAVAVEL, 230CM DE COMPRIMENTO, 2,3MM DE DIAMETRO, 25MM DE DIAMETRO NA ABERTURA DO LACO, COM MANOPLA, PARA USO EM COLONOSCOPIA, REG. ANVISA.";"Completar";"";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"401977 - PINCA PARA BIOPSIA BRONQUICA / PINCA PARA BIOPSIA BRONQUICA AUTOCLAVAVEL, COM CONCHA OVAL, MANOPLA, 120 CM DE COMPR. CANAL 2.0 MM, USO EM EXAME DE BRONCOSCOPIA. EQUIPAMENTO EM USO: VIDEOBRONCOSCOPIO FUJIFILM EB-530S N. PATRIMONIO: 223511 E 223512. C";"Completar";"";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"401979 - PINCA DE BIOPSIA TRASBRONQUICA / PINCA DE BIOPSIA TRANSBRONQUICA FLEXIVEL OVAL FENESTRADA, PARA CANAL DE TRABALHO MINIMO: 2,0MM, COMPRIMENTO: 105 A 120CM, PARA REALIZACAO DE BIOPSIAS EM BRONCOSCOPIA. EQUIPAMENTO EM USO: VIDEOBRONCOSCOPIO FUJIFILM EB";"Completar";"";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"401981 - VALVULA REGULADORA DE PRESSAO DE CILINDRO DE OXIGENIO";"Completar";"";"Ativo";"Sim";"Não";"Não";
"ALMOXARIFADO CENTRAL";"401982 - BALAO DILATADOR BILIAR 10-11-12 MM";"Completar";"";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"401982 - BALAO DILATADOR BILIAR 10-11-12 MM";"Completar";"";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"401983 - FLUXOMETRO PARA OXIGENIO 0 A 15 LPM";"Completar";"";"Inativo";"Sim";"Não";"Não";
"ALMOXARIFADO CENTRAL";"401985 - CATETER BALAO EXTRATOR BILIAR 8,5-12-15MM";"Completar";"G53";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"401985 - CATETER BALAO EXTRATOR BILIAR 8,5-12-15MM";"Completar";"G53";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"401985 - CATETER BALAO EXTRATOR BILIAR 8,5-12-15MM";"Completar";"G53";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"401985 - CATETER BALAO EXTRATOR BILIAR 8,5-12-15MM";"Completar";"G53";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"401985 - CATETER BALAO EXTRATOR BILIAR 8,5-12-15MM";"Completar";"G53";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"401985 - CATETER BALAO EXTRATOR BILIAR 8,5-12-15MM";"Completar";"G53";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"401985 - CATETER BALAO EXTRATOR BILIAR 8,5-12-15MM";"Completar";"G53";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"401987 - BALAO DILATADOR BILIAR, DILATACAO DO BALAO 12 FR  12-13,5-15 MM";"Completar";"B66";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"401987 - BALAO DILATADOR BILIAR, DILATACAO DO BALAO 12 FR  12-13,5-15 MM";"Completar";"B66";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"401987 - BALAO DILATADOR BILIAR, DILATACAO DO BALAO 12 FR  12-13,5-15 MM";"Completar";"B66";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"401987 - BALAO DILATADOR BILIAR, DILATACAO DO BALAO 12 FR  12-13,5-15 MM";"Completar";"B66";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"401987 - BALAO DILATADOR BILIAR, DILATACAO DO BALAO 12 FR  12-13,5-15 MM";"Completar";"B66";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"401989 - IMUNOGLOBULINA HUMANA 5G SOL. INJETAVEL FA";"Completar";"1";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"401989 - IMUNOGLOBULINA HUMANA 5G SOL. INJETAVEL FA";"Completar";"1";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"401989 - IMUNOGLOBULINA HUMANA 5G SOL. INJETAVEL FA";"Completar";"1";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"401989 - IMUNOGLOBULINA HUMANA 5G SOL. INJETAVEL FA";"Completar";"1";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"401989 - IMUNOGLOBULINA HUMANA 5G SOL. INJETAVEL FA";"Completar";"1";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"401989 - IMUNOGLOBULINA HUMANA 5G SOL. INJETAVEL FA";"Completar";"1";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"401989 - IMUNOGLOBULINA HUMANA 5G SOL. INJETAVEL FA";"Completar";"1";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"401989 - IMUNOGLOBULINA HUMANA 5G SOL. INJETAVEL FA";"Completar";"1";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"401989 - IMUNOGLOBULINA HUMANA 5G SOL. INJETAVEL FA";"Completar";"1";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"401989 - IMUNOGLOBULINA HUMANA 5G SOL. INJETAVEL FA";"Completar";"1";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"401989 - IMUNOGLOBULINA HUMANA 5G SOL. INJETAVEL FA";"Completar";"1";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"401989 - IMUNOGLOBULINA HUMANA 5G SOL. INJETAVEL FA";"Completar";"1";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"401989 - IMUNOGLOBULINA HUMANA 5G SOL. INJETAVEL FA";"Completar";"1";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"401989 - IMUNOGLOBULINA HUMANA 5G SOL. INJETAVEL FA";"Completar";"1";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"401989 - IMUNOGLOBULINA HUMANA 5G SOL. INJETAVEL FA";"Completar";"1";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"401989 - IMUNOGLOBULINA HUMANA 5G SOL. INJETAVEL FA";"Completar";"1";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"401989 - IMUNOGLOBULINA HUMANA 5G SOL. INJETAVEL FA";"Completar";"1";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"401989 - IMUNOGLOBULINA HUMANA 5G SOL. INJETAVEL FA";"Completar";"1";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"401989 - IMUNOGLOBULINA HUMANA 5G SOL. INJETAVEL FA";"Completar";"1";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"401989 - IMUNOGLOBULINA HUMANA 5G SOL. INJETAVEL FA";"Completar";"1";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"401989 - IMUNOGLOBULINA HUMANA 5G SOL. INJETAVEL FA";"Completar";"1";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"401989 - IMUNOGLOBULINA HUMANA 5G SOL. INJETAVEL FA";"Completar";"1";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"401989 - IMUNOGLOBULINA HUMANA 5G SOL. INJETAVEL FA";"Completar";"1";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"401989 - IMUNOGLOBULINA HUMANA 5G SOL. INJETAVEL FA";"Completar";"1";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"401989 - IMUNOGLOBULINA HUMANA 5G SOL. INJETAVEL FA";"Completar";"1";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"401991 - FIO DE SUTURA CATGUT CROMADO, FIO N. 0, AGULHA 3/8";"Completar";"FIO F";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"401991 - FIO DE SUTURA CATGUT CROMADO, FIO N. 0, AGULHA 3/8";"Completar";"FIO F";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"401993 - ACIDO AMINOCAPROICO, 200MG/ML, SOL. INJ. 20ML  F/A (4G)";"Completar";"1";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"401993 - ACIDO AMINOCAPROICO, 200MG/ML, SOL. INJ. 20ML  F/A (4G)";"Completar";"1";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"401993 - ACIDO AMINOCAPROICO, 200MG/ML, SOL. INJ. 20ML  F/A (4G)";"Completar";"1";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"401993 - ACIDO AMINOCAPROICO, 200MG/ML, SOL. INJ. 20ML  F/A (4G)";"Completar";"1";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"401993 - ACIDO AMINOCAPROICO, 200MG/ML, SOL. INJ. 20ML  F/A (4G)";"Completar";"1";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"401993 - ACIDO AMINOCAPROICO, 200MG/ML, SOL. INJ. 20ML  F/A (4G)";"Completar";"1";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"401995 - SOLUCAO PARA DESPARAFINIZACAO CONC. 10X FRASCO 1000ML";"Completar";"";"Ativo";"Não";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"401995 - SOLUCAO PARA DESPARAFINIZACAO CONC. 10X FRASCO 1000ML";"Completar";"";"Ativo";"Não";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"401995 - SOLUCAO PARA DESPARAFINIZACAO CONC. 10X FRASCO 1000ML";"Completar";"";"Ativo";"Não";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"401995 - SOLUCAO PARA DESPARAFINIZACAO CONC. 10X FRASCO 1000ML";"Completar";"";"Ativo";"Não";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"401997 - BATERIA PARA LARINGOSCOPIO DE RESSONANCIA MAGNETICA";"Completar";"E83";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"401997 - BATERIA PARA LARINGOSCOPIO DE RESSONANCIA MAGNETICA";"Completar";"E83";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"401997 - BATERIA PARA LARINGOSCOPIO DE RESSONANCIA MAGNETICA";"Completar";"E83";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"401999 - LUVA TERMICA, COM PODER ISOLANTE, LAVAVEL";"Completar";"";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"402001 - CALCADO SEGURANCA TIPO SAPATO (TAMANHO 37)";"Completar";"";"Ativo";"Não";"Não";"Não";
"ALMOXARIFADO CENTRAL";"402002 - CALCADO SEGURANCA TIPO SAPATO (TAMANHO 39)";"Completar";"";"Ativo";"Não";"Não";"Não";
"ALMOXARIFADO CENTRAL";"402003 - CARIMBO AUTOMATICO, 7,0 CM, NA COR PRETA";"Completar";"";"Ativo";"Não";"Não";"Não";
"ALMOXARIFADO CENTRAL";"402005 - PRESERVATIVO EM LATEX NAO LUBRIFICADO";"Completar";"";"Inativo";"Não";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"402007 - FIO DE SUTURA ABSORVIVEL, POLIGLACTINA, FIO 3-0, INCOLOR 3/8";"Completar";"FIO D";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"402007 - FIO DE SUTURA ABSORVIVEL, POLIGLACTINA, FIO 3-0, INCOLOR 3/8";"Completar";"FIO D";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"402007 - FIO DE SUTURA ABSORVIVEL, POLIGLACTINA, FIO 3-0, INCOLOR 3/8";"Completar";"FIO D";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"402007 - FIO DE SUTURA ABSORVIVEL, POLIGLACTINA, FIO 3-0, INCOLOR 3/8";"Completar";"FIO D";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"402007 - FIO DE SUTURA ABSORVIVEL, POLIGLACTINA, FIO 3-0, INCOLOR 3/8";"Completar";"FIO D";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"402007 - FIO DE SUTURA ABSORVIVEL, POLIGLACTINA, FIO 3-0, INCOLOR 3/8";"Completar";"FIO D";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"402007 - FIO DE SUTURA ABSORVIVEL, POLIGLACTINA, FIO 3-0, INCOLOR 3/8";"Completar";"FIO D";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"402007 - FIO DE SUTURA ABSORVIVEL, POLIGLACTINA, FIO 3-0, INCOLOR 3/8";"Completar";"FIO D";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"402009 - METOTREXATE 100MG/ML 5ML (500MG) F/A";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"402009 - METOTREXATE 100MG/ML 5ML (500MG) F/A";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"402011 - LINHA DE SANGUE VENOSA 6MM PEDIATRICO COM CATABOLHA,";"Completar";"A65-B85";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"402011 - LINHA DE SANGUE VENOSA 6MM PEDIATRICO COM CATABOLHA,";"Completar";"A65-B85";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"402011 - LINHA DE SANGUE VENOSA 6MM PEDIATRICO COM CATABOLHA,";"Completar";"A65-B85";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"402011 - LINHA DE SANGUE VENOSA 6MM PEDIATRICO COM CATABOLHA,";"Completar";"A65-B85";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"402011 - LINHA DE SANGUE VENOSA 6MM PEDIATRICO COM CATABOLHA,";"Completar";"A65-B85";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"402011 - LINHA DE SANGUE VENOSA 6MM PEDIATRICO COM CATABOLHA,";"Completar";"A65-B85";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"402011 - LINHA DE SANGUE VENOSA 6MM PEDIATRICO COM CATABOLHA,";"Completar";"A65-B85";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"402011 - LINHA DE SANGUE VENOSA 6MM PEDIATRICO COM CATABOLHA,";"Completar";"A65-B85";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"402011 - LINHA DE SANGUE VENOSA 6MM PEDIATRICO COM CATABOLHA,";"Completar";"A65-B85";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"402011 - LINHA DE SANGUE VENOSA 6MM PEDIATRICO COM CATABOLHA,";"Completar";"A65-B85";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"402011 - LINHA DE SANGUE VENOSA 6MM PEDIATRICO COM CATABOLHA,";"Completar";"A65-B85";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"402011 - LINHA DE SANGUE VENOSA 6MM PEDIATRICO COM CATABOLHA,";"Completar";"A65-B85";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"402011 - LINHA DE SANGUE VENOSA 6MM PEDIATRICO COM CATABOLHA,";"Completar";"A65-B85";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"402013 - LINHA DE SANGUE ARTERIAL 6MM PEDIATRICO SEM CATABOLHA,";"Completar";"A65-G43";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"402013 - LINHA DE SANGUE ARTERIAL 6MM PEDIATRICO SEM CATABOLHA,";"Completar";"A65-G43";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"402013 - LINHA DE SANGUE ARTERIAL 6MM PEDIATRICO SEM CATABOLHA,";"Completar";"A65-G43";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"402013 - LINHA DE SANGUE ARTERIAL 6MM PEDIATRICO SEM CATABOLHA,";"Completar";"A65-G43";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"402013 - LINHA DE SANGUE ARTERIAL 6MM PEDIATRICO SEM CATABOLHA,";"Completar";"A65-G43";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"402013 - LINHA DE SANGUE ARTERIAL 6MM PEDIATRICO SEM CATABOLHA,";"Completar";"A65-G43";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"402013 - LINHA DE SANGUE ARTERIAL 6MM PEDIATRICO SEM CATABOLHA,";"Completar";"A65-G43";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"402013 - LINHA DE SANGUE ARTERIAL 6MM PEDIATRICO SEM CATABOLHA,";"Completar";"A65-G43";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"402013 - LINHA DE SANGUE ARTERIAL 6MM PEDIATRICO SEM CATABOLHA,";"Completar";"A65-G43";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"402013 - LINHA DE SANGUE ARTERIAL 6MM PEDIATRICO SEM CATABOLHA,";"Completar";"A65-G43";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"402013 - LINHA DE SANGUE ARTERIAL 6MM PEDIATRICO SEM CATABOLHA,";"Completar";"A65-G43";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"402013 - LINHA DE SANGUE ARTERIAL 6MM PEDIATRICO SEM CATABOLHA,";"Completar";"A65-G43";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"402013 - LINHA DE SANGUE ARTERIAL 6MM PEDIATRICO SEM CATABOLHA,";"Completar";"A65-G43";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"402015 - VERNIZ RAPIDO AUTOMOTIVO A BASE DE RESINA DE POLIESTER LATA C/ 900ML";"Completar";"";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"402015 - VERNIZ RAPIDO AUTOMOTIVO A BASE DE RESINA DE POLIESTER LATA C/ 900ML";"Completar";"";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"402015 - VERNIZ RAPIDO AUTOMOTIVO A BASE DE RESINA DE POLIESTER LATA C/ 900ML";"Completar";"";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"402017 - FIO DE SUTURA ABSORVIVEL, FIO 3-0, COR VIOLETA, AGULHA 5/8";"Completar";"FIO F";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"402017 - FIO DE SUTURA ABSORVIVEL, FIO 3-0, COR VIOLETA, AGULHA 5/8";"Completar";"FIO F";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"402017 - FIO DE SUTURA ABSORVIVEL, FIO 3-0, COR VIOLETA, AGULHA 5/8";"Completar";"FIO F";"Ativo";"Sim";"Não";"Sim";
